Analysis for Result

ACCURACY REPORT:
Overall accuracy:                        0.73770492
Accuracy within 1 phone:                 0.96393443
Accuracy within 2 phones:                0.98032787
Average edit distance from gold:         0.06770101
Average feature edit distance from gold: 0.04110971

Performance associated with each phone in Result
Phone in Result	Associated final miss likelihood	Mean Associated Normalized Lev.Dist.	Mean Associated Feat Edit Dist
m	|	0.24489795918367346	|	0.3125	|	0.02443910256410256
ˈi	|	0.34782608695652173	|	0.5507246376811594	|	0.09671125975473797
l	|	0.21739130434782608	|	0.2391304347826087	|	0.028428093645484945
f	|	0.2571428571428571	|	0.2571428571428571	|	0.017032967032967028
n̪	|	0.43529411764705883	|	0.5903614457831325	|	0.06974050046339199
ˌe	|	0.25	|	0.375	|	0.06009615384615385
s	|	0.2	|	0.2711864406779661	|	0.02803129074315516
p	|	0.2549019607843137	|	0.29411764705882354	|	0.0248868778280543
ə	|	0.2564102564102564	|	0.3247863247863248	|	0.043392504930966455
ɲ	|	0.4	|	0.6	|	0.04743589743589743
ʎ	|	0.13333333333333333	|	0.13333333333333333	|	0.010256410256410256
t͡sʲ	|	1.0	|	1.2727272727272727	|	0.12849650349650357
v	|	0.24	|	0.25	|	0.052884615384615384
ˌi	|	0.5555555555555556	|	0.8888888888888888	|	0.15384615384615385
ˈã	|	0.1875	|	0.1875	|	0.009615384615384616
j̃	|	0.36363636363636365	|	0.6363636363636364	|	0.07954545454545456
ˈɛ	|	0.21428571428571427	|	0.21428571428571427	|	0.04120879120879121
r	|	0.24675324675324675	|	0.2740740740740741	|	0.03119658119658121
ŋ	|	0.6666666666666666	|	1.6666666666666667	|	0.2692307692307692
k	|	0.4117647058823529	|	0.5882352941176471	|	0.06108597285067874
w	|	0.16666666666666666	|	0.4166666666666667	|	0.0673076923076923
e	|	1.0	|	4.0	|	0.7692307692307693
j	|	0.4	|	0.4666666666666667	|	0.06025641025641027
t̪	|	0.225	|	0.3055555555555556	|	0.022435897435897443
ˈeː	|	0.1388888888888889	|	0.1388888888888889	|	0.008012820512820514
e̯	|	0.24444444444444444	|	0.35555555555555557	|	0.06282051282051283
ð	|	0.06666666666666667	|	0.06666666666666667	|	0.002564102564102564
z	|	0.5454545454545454	|	0.6363636363636364	|	0.027972027972027972
ˈũ	|	1.0	|	1.12	|	0.05000000000000001
ˈe	|	0.125	|	0.125	|	0.009615384615384616
d̪	|	0.34615384615384615	|	0.32	|	0.02692307692307692
ˈẽ	|	0.0	|	0.0	|	0.0
ɫ	|	0.23076923076923078	|	0.2692307692307692	|	0.03920118343195266
θ	|	0.16666666666666666	|	0.3333333333333333	|	0.059829059829059825
ˌa	|	0.4090909090909091	|	0.4090909090909091	|	0.03496503496503496
d͡zʲ	|	1.0	|	1.0	|	0.1346153846153846
ˌẽ	|	0.3333333333333333	|	0.6666666666666666	|	0.08653846153846155
ˈɛ̃	|	0.14285714285714285	|	0.14285714285714285	|	0.01098901098901099
b	|	0.13636363636363635	|	0.14285714285714285	|	0.009157509157509158
ˌɛ	|	0.6	|	0.8	|	0.03076923076923077
ˈa	|	0.18421052631578946	|	0.23684210526315788	|	0.05819838056680162
ˌə	|	0.2222222222222222	|	0.2222222222222222	|	0.027777777777777776
ˈo	|	0.25925925925925924	|	0.25925925925925924	|	0.03561253561253561
ɡ	|	0.2857142857142857	|	0.2857142857142857	|	0.01098901098901099
ˈy	|	0.07407407407407407	|	0.07407407407407407	|	0.004273504273504274
d͡ʒ	|	0.35714285714285715	|	0.5714285714285714	|	0.17994505494505497
ˌã	|	0.14285714285714285	|	0.5714285714285714	|	0.13736263736263737
t͡ʃ	|	0.07142857142857142	|	0.21428571428571427	|	0.07417582417582418
ˌũ	|	1.0	|	1.0	|	0.038461538461538464
t̪ʲ	|	1.0	|	2.0	|	0.3717948717948718
ˈɔ	|	0.0625	|	0.0625	|	0.004807692307692308
ˌo	|	0.2	|	0.2	|	0.007692307692307693
ˌɔ	|	0.0	|	0.0	|	0.0
t͡s	|	0.25	|	0.25	|	0.009615384615384616
ˈu	|	0.0	|	0.0	|	0.0
ˌy	|	0.4444444444444444	|	0.4444444444444444	|	0.05769230769230768
sʲ	|	1.0	|	1.0	|	0.07692307692307693
