Analysis for Result

ACCURACY REPORT:
Overall accuracy:                        0.87540984
Accuracy within 1 phone:                 0.95737705
Accuracy within 2 phones:                0.99344262
Average edit distance from gold:         0.05628415
Average feature edit distance from gold: 0.04520807

Performance associated with each phone in Result
Phone in Result	Associated final miss likelihood	Mean Associated Normalized Lev.Dist.	Mean Associated Feat Edit Dist
m	|	0.11904761904761904	|	0.14285714285714285	|	0.024725274725274728
i	|	0.075	|	0.125	|	0.05384615384615384
l	|	0.08695652173913043	|	0.15217391304347827	|	0.044314381270903015
f	|	0.14285714285714285	|	0.17142857142857143	|	0.04395604395604396
ɛ̃	|	0.27586206896551724	|	0.42857142857142855	|	0.1366758241758242
e	|	0.17543859649122806	|	0.2727272727272727	|	0.09440559440559441
p	|	0.10204081632653061	|	0.14285714285714285	|	0.02864992150706436
n̪	|	0.13793103448275862	|	0.1724137931034483	|	0.05371352785145888
ɲ	|	0.2	|	0.3	|	0.05769230769230769
s	|	0.13953488372093023	|	0.18604651162790697	|	0.10062611806797855
v	|	0.04	|	0.041666666666666664	|	0.0016025641025641027
ɛ	|	0.0967741935483871	|	0.11290322580645161	|	0.021712158808933006
ʁ	|	0.06722689075630252	|	0.10909090909090909	|	0.025699300699300702
k	|	0.17647058823529413	|	0.29411764705882354	|	0.09049773755656108
w	|	0.42857142857142855	|	0.6785714285714286	|	0.17170329670329668
t̪	|	0.19230769230769232	|	0.26	|	0.06769230769230768
z	|	0.1111111111111111	|	0.1111111111111111	|	0.004273504273504274
ɔ̃	|	0.05555555555555555	|	0.05555555555555555	|	0.002136752136752137
d̪	|	0.07692307692307693	|	0.04	|	0.0015384615384615385
ɑ̃	|	0.047619047619047616	|	0.047619047619047616	|	0.016483516483516484
a	|	0.25	|	0.4	|	0.0969230769230769
ø	|	0.0	|	0.0	|	0.0
j	|	0.18421052631578946	|	0.32432432432432434	|	0.08316008316008316
b	|	0.09090909090909091	|	0.09523809523809523	|	0.005494505494505495
o	|	0.16666666666666666	|	0.2222222222222222	|	0.042735042735042736
ɔ	|	0.11538461538461539	|	0.15384615384615385	|	0.031065088757396445
ə	|	0.2	|	0.2	|	0.019230769230769232
ɡ	|	0.14285714285714285	|	0.14285714285714285	|	0.04945054945054945
y	|	0.0	|	0.0	|	0.0
œ	|	0.18181818181818182	|	0.2727272727272727	|	0.07342657342657342
ɑ	|	0.0	|	0.0	|	0.0
ʒ	|	0.21428571428571427	|	0.35714285714285715	|	0.09340659340659341
ʃ	|	0.07142857142857142	|	0.21428571428571427	|	0.07142857142857142
u	|	0.07692307692307693	|	0.07692307692307693	|	0.002958579881656805
ɥ	|	0.2	|	0.2	|	0.09230769230769231
œ̃	|	0.0	|	0.0	|	0.0
