ID,CFR_prediction,gold,rawLevenshteinED,phonemewiseLevenshteinED,featureED,pred_phone_length,gold_phone_length
603,*/lwajɛ̃/,/ljɛ̃/,2,0.6666666666666666,0.9615384615384616,5,3
604,*/lwaziʁ/,/lwaziʁ/,0,0.0,0.0,6,6
605,*/lim/,/lim/,0,0.0,0.0,3,3
606,*/lime/,/lime/,0,0.0,0.0,4,4
607,*/lɛ̃t̪/,/lɛ̃t̪/,0,0.0,0.0,3,3
608,*/liɲ/,/liɲ/,0,0.0,0.0,3,3
609,*/liɲe/,/liɲe/,0,0.0,0.0,4,4
610,*/lɑ̃ɡʁ/,/lɑ̃ɡʁ/,0,0.0,0.0,4,4
611,*/lɛ̃sœl/,/lɛ̃sœl/,0,0.0,0.0,5,5
612,*/lɛ̃/,/lɛ̃/,0,0.0,0.0,2,2
613,*/lɑ̃ɡaʒ/,/lɑ̃ɡaʒ/,0,0.0,0.0,5,5
614,*/lɑ̃ɡ/,/lɑ̃ɡ/,0,0.0,0.0,3,3
615,*/lɛt̪ʁ/,/lɛt̪ʁ/,0,0.0,0.0,4,4
616,*/lwe/,/lwe/,0,0.0,0.0,3,3
617,*/lwaje/,/lwaje/,0,0.0,0.0,5,5
618,*/ljø/,/ljø/,0,0.0,0.0,3,3
619,*/lɔ̃d̪ʁ/,/lɔ̃d̪ʁ/,0,0.0,0.0,4,4
620,*/lwɛ̃/,/lwɛ̃/,0,0.0,0.0,3,3
621,*/lwɛ̃t̪ɛ̃/,/lwɛ̃t̪ɛ̃/,0,0.0,0.0,5,5
622,*/lɔ̃/,/lɔ̃/,0,0.0,0.0,2,2
623,*/lɔ̃/,/lɔ̃/,0,0.0,0.0,2,2
624,*/lɔt̪/,/lɔt̪/,0,0.0,0.0,3,3
625,*/lɥœʁ/,/lɥœʁ/,0,0.0,0.0,4,4
626,*/lymjɛʁ/,/lymjɛʁ/,0,0.0,0.0,6,6
627,*/lœ̃d̪i/,/lœ̃d̪i/,0,0.0,0.0,4,4
628,*/lyn̪/,/lyn̪/,0,0.0,0.0,3,3
629,*/luv/,/luv/,0,0.0,0.0,3,3
630,*/luʃ/,/luʃ/,0,0.0,0.0,3,3
631,*/mɛ/,/mɛ/,0,0.0,0.0,2,2
632,*/mɛ/,/mɛ/,0,0.0,0.0,2,2
633,*/mɛit̪ʁ/,/mɛt̪ʁ/,1,0.25,0.4423076923076923,5,4
634,*/mɛʁ/,/mɛʁ/,0,0.0,0.0,3,3
635,*/mɛ/,/mɛ/,0,0.0,0.0,2,2
636,*/masɔ̃/,/masɔ̃/,0,0.0,0.0,4,4
637,*/mɑj/,/mɑj/,0,0.0,0.0,3,3
638,*/majɛd̪/,/malad̪/,2,0.4,0.34615384615384615,5,5
639,*/movɛ/,/movɛ/,0,0.0,0.0,4,4
640,*/mo/,/mo/,0,0.0,0.0,2,2
641,*/mal/,/mal/,0,0.0,0.0,3,3
642,*/mamɛl/,/mamɛl/,0,0.0,0.0,5,5
643,*/mɑ̃d̪e/,/mɑ̃d̪e/,0,0.0,0.0,4,4
644,*/mɑ̃ʒe/,/mɑ̃ʒe/,0,0.0,0.0,4,4
645,*/mɑ̃ʃ/,/mɑ̃ʃ/,0,0.0,0.0,3,3
646,*/mɛzɔ̃/,/mɛzɔ̃/,0,0.0,0.0,4,4
647,*/mɑt̪ɛ̃/,/mɑt̪ɛ̃/,0,0.0,0.0,4,4
648,*/mɑ̃syʁ/,/mazyʁ/,2,0.4,0.15384615384615385,5,5
649,*/mɑ̃t̪o/,/mɑ̃t̪o/,0,0.0,0.0,4,4
650,*/mɛ̃/,/mɛ̃/,0,0.0,0.0,2,2
651,*/man̪œvʁ/,/man̪œvʁ/,0,0.0,0.0,6,6
652,*/mɑ̃/,/mɛ̃/,1,0.5,0.15384615384615385,2,2
653,*/map/,/n̪ap/,1,0.3333333333333333,0.09615384615384616,3,3
654,*/mɛʁ/,/mɛʁ/,0,0.0,0.0,3,3
655,*/maʁl/,/maʁl/,0,0.0,0.0,4,4
656,*/maʁi/,/maʁi/,0,0.0,0.0,4,4
657,*/maʁbʁ/,/maʁbʁ/,0,0.0,0.0,5,5
658,*/maʁt̪o/,/maʁt̪o/,0,0.0,0.0,5,5
659,*/mɑl/,/mɑl/,0,0.0,0.0,3,3
660,*/mɑs/,/mas/,1,0.3333333333333333,0.07692307692307693,3,3
661,*/mɑʃe/,/mɑʃe/,0,0.0,0.0,4,4
662,*/mɑʃ/,/mɑʃ/,0,0.0,0.0,3,3
663,*/ma/,/ma/,0,0.0,0.0,2,2
664,*/mɑ/,/mɑ/,0,0.0,0.0,2,2
665,*/mɛʁɛ̃/,/mɛʁɛ̃/,0,0.0,0.0,4,4
666,*/maʁɑt̪ʁ/,/maʁɑt̪ʁ/,0,0.0,0.0,6,6
667,*/mɛʁ/,/mɛʁ/,0,0.0,0.0,3,3
668,*/mas/,/mas/,0,0.0,0.0,3,3
669,*/masy/,/masy/,0,0.0,0.0,4,4
670,*/myʁ/,/myʁ/,0,0.0,0.0,3,3
671,*/myʁ/,/myʁ/,0,0.0,0.0,3,3
672,*/mat̪ɛ̃/,/mat̪ɛ̃/,0,0.0,0.0,4,4
673,*/ma/,/ma/,0,0.0,0.0,2,2
674,*/me/,/me/,0,0.0,0.0,2,2
675,*/me/,/me/,0,0.0,0.0,2,2
676,*/mwa/,/mwa/,0,0.0,0.0,3,3
677,*/mjø/,/mjɛ̃/,1,0.3333333333333333,0.15384615384615385,3,3
678,*/mɔ̃/,/mɔ̃/,0,0.0,0.0,2,2
679,*/mɑj/,/mɑj/,0,0.0,0.0,3,3
680,*/mwajɛn̪/,/mwajɛn̪/,0,0.0,0.0,6,6
681,*/mwajɛ̃/,/mwajɛ̃/,0,0.0,0.0,5,5
682,*/mwat̪e/,/mwat̪je/,1,0.16666666666666666,0.4807692307692308,5,6
683,*/mi/,/mi/,0,0.0,0.0,2,2
684,*/mul/,/mwal/,2,0.5,0.7307692307692307,3,4
685,*/mjɛl/,/mjɛl/,0,0.0,0.0,4,4
686,*/mɛjœʁ/,/mɛjœʁ/,0,0.0,0.0,5,5
687,*/mjø/,/mjø/,0,0.0,0.0,3,3
688,*/mɑ̃bʁ/,/mɑ̃bʁ/,0,0.0,0.0,4,4
689,*/mwaz/,/mwaz/,0,0.0,0.0,4,4
690,*/mwa/,/mwa/,0,0.0,0.0,3,3
691,*/məzyʁ/,/məzyʁ/,0,0.0,0.0,5,5
692,*/mɑ̃sɔ̃ʒ/,/mɑ̃sɔ̃ʒ/,0,0.0,0.0,5,5
693,*/mɑ̃t̪œʁ/,/mɑ̃t̪œʁ/,0,0.0,0.0,5,5
694,*/maʁʃɑ̃/,/maʁʃɑ̃/,0,0.0,0.0,5,5
695,*/maʁʃe/,/maʁʃe/,0,0.0,0.0,5,5
696,*/mɛʁsi/,/mɛʁsi/,0,0.0,0.0,5,5
697,*/mwasɔ̃/,/mwasɔ̃/,0,0.0,0.0,5,5
698,*/mɛm/,/mɛm/,0,0.0,0.0,3,3
699,*/mil/,/mil/,0,0.0,0.0,3,3
700,*/mi/,/mi/,0,0.0,0.0,2,2
701,*/mɛʃ/,/mɛʃ/,0,0.0,0.0,3,3
702,*/mən̪as/,/mən̪as/,0,0.0,0.0,5,5
703,*/min̪/,/min̪/,0,0.0,0.0,3,3
704,*/mən̪e/,/mən̪e/,0,0.0,0.0,4,4
705,*/mwɛ̃d̪ʁ/,/mwɛ̃d̪ʁ/,0,0.0,0.0,5,5
706,*/mɑ̃/,/mwɛ̃/,2,0.6666666666666666,0.75,2,3
707,*/mɛ̃se/,/mɛ̃se/,0,0.0,0.0,4,4
708,*/mɛle/,/mɛle/,0,0.0,0.0,4,4
709,*/mɛs/,/mɛs/,0,0.0,0.0,3,3
710,*/mɛ/,/mɛ/,0,0.0,0.0,2,2
711,*/mœbl/,/mœbl/,0,0.0,0.0,4,4
712,*/mwajœl/,/mwajø/,2,0.4,0.7692307692307693,6,5
713,*/mul/,/mul/,0,0.0,0.0,3,3
714,*/mœl/,/møl/,1,0.3333333333333333,0.038461538461538464,3,3
715,*/mulɛ̃/,/mulɛ̃/,0,0.0,0.0,4,4
716,*/mut̪yʁ/,/mut̪yʁ/,0,0.0,0.0,5,5
717,*/mu/,/mu/,0,0.0,0.0,2,2
718,*/mu/,/mu/,0,0.0,0.0,2,2
719,*/muje/,/muje/,0,0.0,0.0,4,4
720,*/mɔn̪ɛ/,/mɔn̪ɛ/,0,0.0,0.0,4,4
721,*/mɔ̃t̪aɲ/,/mɔ̃t̪aɲ/,0,0.0,0.0,5,5
722,*/mɔ̃/,/mɔ̃/,0,0.0,0.0,2,2
723,*/mɔ̃so/,/mɔ̃so/,0,0.0,0.0,4,4
724,*/muʁ/,/mœʁ/,1,0.3333333333333333,0.15384615384615385,3,3
725,*/muʁiʁ/,/muʁiʁ/,0,0.0,0.0,5,5
726,*/mɔʁd̪ʁ/,/mɔʁd̪ʁ/,0,0.0,0.0,5,5
727,*/mɔʁ/,/mɔʁ/,0,0.0,0.0,3,3
728,*/mɔʁt̪je/,/mɔʁt̪je/,0,0.0,0.0,6,6
729,*/mɔʁ/,/mɔʁ/,0,0.0,0.0,3,3
730,*/mɔt̪/,/møt̪/,1,0.3333333333333333,0.11538461538461539,3,3
731,*/mufl/,/mufl/,0,0.0,0.0,4,4
732,*/mwat̪/,/mwat̪/,0,0.0,0.0,4,4
733,*/myl/,/myl/,0,0.0,0.0,3,3
734,*/mut̪ɔ̃/,/mut̪ɔ̃/,0,0.0,0.0,4,4
735,*/mu/,/mult̪/,2,0.5,1.0576923076923077,2,4
736,*/myʁɑj/,/myʁɑj/,0,0.0,0.0,5,5
737,*/myʁ/,/myʁ/,0,0.0,0.0,3,3
738,*/muʃ/,/muʃ/,0,0.0,0.0,3,3
739,*/mul/,/mul/,0,0.0,0.0,3,3
740,*/mu/,/mu/,0,0.0,0.0,2,2
741,*/mo/,/mo/,0,0.0,0.0,2,2
742,*/n̪u/,/n̪u/,0,0.0,0.0,2,2
743,*/n̪ɛn̪/,/n̪ɛn̪/,0,0.0,0.0,3,3
744,*/n̪ɛ̃/,/n̪ɛ̃/,0,0.0,0.0,2,2
745,*/n̪ɛt̪ʁ/,/n̪ɛt̪ʁ/,0,0.0,0.0,4,4
746,*/n̪ɑs/,/n̪ɑs/,0,0.0,0.0,3,3
747,*/n̪e/,/n̪e/,0,0.0,0.0,2,2
748,*/n̪aɛl/,/n̪ɔɛl/,1,0.25,0.23076923076923078,4,4
749,*/n̪aiv/,/n̪aiv/,0,0.0,0.0,4,4
750,*/n̪aif/,/n̪aif/,0,0.0,0.0,4,4
751,*/n̪ɛf/,/n̪ɛf/,0,0.0,0.0,3,3
752,*/n̪u/,/n̪u/,0,0.0,0.0,2,2
753,*/n̪wazɛl/,/n̪asɛl/,2,0.4,0.6923076923076923,6,5
754,*/n̪waz/,/n̪waz/,0,0.0,0.0,4,4
755,*/n̪i/,/n̪i/,0,0.0,0.0,2,2
756,*/n̪əvø/,/n̪əvø/,0,0.0,0.0,4,4
757,*/n̪jɛs/,/n̪jɛs/,0,0.0,0.0,4,4
758,*/n̪ət̪œ̃/,/lyt̪ɛ̃/,3,0.75,0.36538461538461536,4,4
759,*/n̪ɛʁf/,/n̪ɛʁf/,0,0.0,0.0,4,4
760,*/n̪i/,/n̪i/,0,0.0,0.0,2,2
761,*/n̪waʁ/,/n̪waʁ/,0,0.0,0.0,4,4
762,*/n̪ɛt̪/,/n̪ɛt̪/,0,0.0,0.0,3,3
763,*/n̪e/,/n̪ɛt̪/,2,0.6666666666666666,0.6538461538461539,2,3
764,*/n̪we/,/n̪we/,0,0.0,0.0,3,3
765,*/n̪wø/,/n̪wø/,0,0.0,0.0,3,3
766,*/n̪ø/,/n̪ø/,0,0.0,0.0,2,2
767,*/n̪ɥi/,/n̪ɥi/,0,0.0,0.0,3,3
768,*/n̪ɔ̃/,/n̪ɔ̃/,0,0.0,0.0,2,2
769,*/n̪ɔ̃/,/n̪ɔ̃/,0,0.0,0.0,2,2
770,*/n̪ə/,/n̪ə/,0,0.0,0.0,2,2
771,*/n̪ɔn̪ɑ̃t̪/,/n̪on̪ɑ̃t̪/,1,0.2,0.038461538461538464,5,5
772,*/n̪ɔn̪/,/n̪ɔn̪/,0,0.0,0.0,3,3
773,*/n̪ɔs/,/n̪ɔs/,0,0.0,0.0,3,3
774,*/n̪u/,/n̪u/,0,0.0,0.0,2,2
775,*/n̪ɔt̪ʁ/,/n̪ɔt̪ʁ/,0,0.0,0.0,4,4
776,*/n̪ɔt̪ʁ/,/n̪ɔt̪ʁ/,0,0.0,0.0,4,4
777,*/n̪uvɛl/,/n̪uvɛl/,0,0.0,0.0,5,5
778,*/n̪uvo/,/n̪uvo/,0,0.0,0.0,4,4
779,*/n̪œf/,/n̪œf/,0,0.0,0.0,3,3
780,*/n̪y/,/n̪y/,0,0.0,0.0,2,2
781,*/n̪y/,/n̪y/,0,0.0,0.0,2,2
782,*/n̪y/,/n̪y/,0,0.0,0.0,2,2
783,*/n̪wa/,/n̪wa/,0,0.0,0.0,3,3
784,*/n̪yl/,/n̪yl/,0,0.0,0.0,3,3
785,*/n̪yl/,/n̪yl/,0,0.0,0.0,3,3
786,*/n̪y/,/n̪y/,0,0.0,0.0,2,2
787,*/n̪yl/,/n̪yl/,0,0.0,0.0,3,3
788,*/n̪ɔ̃bʁ/,/n̪ɔ̃bʁ/,0,0.0,0.0,4,4
789,*/n̪uʁis/,/n̪uʁis/,0,0.0,0.0,5,5
790,*/n̪uʁizɔ̃/,/n̪uʁisɔ̃/,1,0.16666666666666666,0.038461538461538464,6,6
791,*/ɔfʁɛ/,/ɔʁfʁɛ/,1,0.2,0.4423076923076923,4,5
792,*/ɥit̪ʁ/,/ɥit̪ʁ/,0,0.0,0.0,4,4
793,*/ɥit̪/,/ɥit̪/,0,0.0,0.0,3,3
794,*/jø/,/jø/,0,0.0,0.0,2,2
795,*/œj/,/œj/,0,0.0,0.0,2,2
796,*/œvʁ/,/œvʁ/,0,0.0,0.0,3,3
797,*/uvʁije/,/uvʁije/,0,0.0,0.0,6,6
798,*/ɔʁd̪ʁ/,/ɔʁd̪ʁ/,0,0.0,0.0,4,4
799,*/ɔʁn̪əmɑ̃/,/ɔʁn̪əmɑ̃/,0,0.0,0.0,6,6
800,*/waj/,/wɑj/,1,0.3333333333333333,0.07692307692307693,3,3
801,*/œf/,/œf/,0,0.0,0.0,2,2
802,*/pajɛ̃/,/pajɛ̃/,0,0.0,0.0,4,4
803,*/pɛi/,/pɛi/,0,0.0,0.0,3,3
804,*/pɛ/,/pɛ/,0,0.0,0.0,2,2
805,*/pɛl/,/pɛl/,0,0.0,0.0,3,3
806,*/po/,/pjø/,2,0.6666666666666666,0.6153846153846154,2,3
807,*/pɛl/,/pjø/,2,0.6666666666666666,0.5384615384615384,3,3
808,*/palɛ/,/palɛ/,0,0.0,0.0,4,4
809,*/pɑj/,/pɑj/,0,0.0,0.0,3,3
810,*/paje/,/pɑje/,1,0.25,0.07692307692307693,4,4
811,*/pom/,/pom/,0,0.0,0.0,3,3
812,*/popjɛʁ/,/popjɛʁ/,0,0.0,0.0,6,6
813,*/pɛ̃/,/pɛ̃/,0,0.0,0.0,2,2
814,*/pan̪je/,/pan̪je/,0,0.0,0.0,5,5
815,*/pan̪o/,/pan̪o/,0,0.0,0.0,4,4
816,*/pɑ̃/,/pɑ̃/,0,0.0,0.0,2,2
817,*/pɑ̃s/,/pɑ̃s/,0,0.0,0.0,3,3
818,*/pavijɔ̃/,/pavijɔ̃/,0,0.0,0.0,6,6
819,*/pɛʁ/,/pɛʁ/,0,0.0,0.0,3,3
820,*/paʁɔl/,/paʁɔl/,0,0.0,0.0,5,5
821,*/palfʁwa/,/paləfʁwa/,1,0.125,0.5576923076923077,7,8
822,*/pɛʁ/,/pɛʁ/,0,0.0,0.0,3,3
823,*/paʁɑ̃/,/paʁɑ̃/,0,0.0,0.0,4,4
824,*/paʁɑ̃t̪e/,/paʁɑ̃t̪e/,0,0.0,0.0,6,6
825,*/pɛʁ/,/pɛʁ/,0,0.0,0.0,3,3
826,*/paʁwa/,/paʁwa/,0,0.0,0.0,5,5
827,*/paʁɛj/,/paʁej/,1,0.2,0.038461538461538464,5,5
828,*/paʁɛj/,/paʁej/,1,0.2,0.038461538461538464,5,5
829,*/paʁi/,/paʁi/,0,0.0,0.0,4,4
830,*/paʁ/,/paʁ/,0,0.0,0.0,3,3
831,*/paʁ/,/paʁ/,0,0.0,0.0,3,3
832,*/paʁsɛl/,/paʁsɛl/,0,0.0,0.0,6,6
833,*/pɑ/,/pɑ/,0,0.0,0.0,2,2
834,*/pɑt̪/,/pɑt̪/,0,0.0,0.0,3,3
835,*/pɑt̪ʁ/,/pɑt̪ʁ/,0,0.0,0.0,4,4
836,*/pɛl/,/pwal/,2,0.5,0.7307692307692307,3,4
837,*/paʁɑt̪ʁ/,/paʁɑt̪ʁ/,0,0.0,0.0,6,6
838,*/pɛʁ/,/pɛʁ/,0,0.0,0.0,3,3
839,*/paʁɛ̃/,/paʁɛ̃/,0,0.0,0.0,4,4
840,*/pu/,/pɔl/,2,0.6666666666666666,0.8076923076923077,2,3
841,*/pɑ̃/,/pɑ̃/,0,0.0,0.0,2,2
842,*/pœʁ/,/pœʁ/,0,0.0,0.0,3,3
843,*/pɔvʁ/,/povʁ/,1,0.25,0.038461538461538464,4,4
844,*/pje/,/pje/,0,0.0,0.0,3,3
845,*/pje/,/pje/,0,0.0,0.0,3,3
846,*/pjɛʒ/,/pjɛʒ/,0,0.0,0.0,4,4
847,*/pjɛʒ/,/pjɛʒ/,0,0.0,0.0,4,4
848,*/pjet̪ɑj/,/pjɛt̪aj/,2,0.3333333333333333,0.11538461538461539,6,6
849,*/pe/,/pɛ/,1,0.5,0.038461538461538464,2,2
850,*/pɔ̃/,/pjɔ̃/,1,0.3333333333333333,0.6923076923076923,2,3
851,*/pu/,/pu/,0,0.0,0.0,2,2
852,*/piʁ/,/piʁ/,0,0.0,0.0,3,3
853,*/pi/,/pi/,0,0.0,0.0,2,2
854,*/pit̪n̪/,/pɛɲ/,3,1.0,0.8653846153846154,4,3
855,*/pi/,/pi/,0,0.0,0.0,2,2
856,*/po/,/po/,0,0.0,0.0,2,2
857,*/po/,/po/,0,0.0,0.0,2,2
858,*/pɑ̃t̪/,/pɑ̃t̪/,0,0.0,0.0,3,3
859,*/pɛ̃so/,/pɛ̃so/,0,0.0,0.0,4,4
860,*/pwal/,/pwal/,0,0.0,0.0,4,4
861,*/pwa/,/pwa/,0,0.0,0.0,3,3
862,*/paʁ/,/paʁ/,0,0.0,0.0,3,3
863,*/pɛʁd̪i/,/pɛʁd̪ʁi/,1,0.16666666666666666,0.5576923076923077,5,6
864,*/pɛʁt̪/,/pɛʁt̪/,0,0.0,0.0,4,4
865,*/peʁɛ̃/,/pɛlʁɛ̃/,2,0.4,0.5961538461538461,4,5
866,*/paʁʃəmɛ̃/,/paʁʃəmɛ̃/,0,0.0,0.0,7,7
867,*/peʁij/,/peʁil/,1,0.2,0.2692307692307692,5,5
868,*/pɛʁʃ/,/pɛʁʃ/,0,0.0,0.0,4,4
869,*/pɛʁl/,/pɛʁl/,0,0.0,0.0,4,4
870,*/paʁpɛ̃/,/paʁpɛ̃/,0,0.0,0.0,5,5
871,*/pɛʁs/,/pɛʁs/,0,0.0,0.0,4,4
872,*/pɛʁʃ/,/pɛʃ/,1,0.3333333333333333,0.46153846153846156,4,3
873,*/pɛʁsɔn̪/,/pɛʁsɔn̪/,0,0.0,0.0,6,6
874,*/pɛʁ/,/pɛʁ/,0,0.0,0.0,3,3
875,*/pɛʁʃ/,/pɛʁʃ/,0,0.0,0.0,4,4
876,*/pɛʁse/,/pɛʁse/,0,0.0,0.0,5,5
877,*/pɛʁt̪ɥi/,/pɛʁt̪ɥi/,0,0.0,0.0,6,6
878,*/pɛʁvɑ̃ʃ/,/pɛʁvɑ̃ʃ/,0,0.0,0.0,6,6
879,*/pɛm/,/pɛm/,0,0.0,0.0,3,3
880,*/pjɛʁ/,/pjɛʁ/,0,0.0,0.0,4,4
881,*/pjɛʁ/,/pjɛʁ/,0,0.0,0.0,4,4
882,*/pjɛs/,/pjɛs/,0,0.0,0.0,4,4
883,*/pi/,/pi/,0,0.0,0.0,2,2
884,*/pit̪je/,/pit̪je/,0,0.0,0.0,5,5
885,*/peʁwaz/,/paʁɛs/,4,0.8,0.7115384615384616,6,5
886,*/pil/,/pil/,0,0.0,0.0,3,3
887,*/pəlɔt̪/,/pəlɔt̪/,0,0.0,0.0,5,5
888,*/pi/,/pi/,0,0.0,0.0,2,2
889,*/pwa/,/pwa/,0,0.0,0.0,3,3
890,*/pwat̪ɑ̃/,/pwat̪je/,2,0.3333333333333333,0.6346153846153846,5,6
891,*/pwat̪u/,/pwat̪u/,0,0.0,0.0,5,5
892,*/pwat̪ʁin̪/,/pwat̪ʁin̪/,0,0.0,0.0,7,7
893,*/pɛ̃sɔ̃/,/pɛ̃sɔ̃/,0,0.0,0.0,4,4
894,*/pɛ̃t̪ʁ/,/pɛ̃t̪ʁ/,0,0.0,0.0,4,4
895,*/pan̪/,/pan̪/,0,0.0,0.0,3,3
896,*/pɛ̃/,/pɛ̃/,0,0.0,0.0,2,2
897,*/pwavʁ/,/pwavʁ/,0,0.0,0.0,5,5
898,*/piʃɔ̃/,/piʒɔ̃/,1,0.25,0.038461538461538464,4,4
899,*/pwaʁ/,/pwaʁ/,0,0.0,0.0,4,4
900,*/peʃœʁ/,/pɛʃœʁ/,1,0.2,0.038461538461538464,5,5
901,*/pwasɔ̃/,/pwasɔ̃/,0,0.0,0.0,5,5
902,*/pet̪ʁɛ̃/,/pet̪ʁɛ̃/,0,0.0,0.0,5,5
903,*/pwa/,/pwa/,0,0.0,0.0,3,3
904,*/pət̪i/,/pət̪i/,0,0.0,0.0,4,4
905,*/pø/,/pjø/,1,0.3333333333333333,0.5384615384615384,2,3
906,*/plɛ/,/plɛ/,0,0.0,0.0,3,3
907,*/pleziʁ/,/pleziʁ/,0,0.0,0.0,6,6
908,*/plɛ/,/plɛ/,0,0.0,0.0,3,3
909,*/pled̪e/,/plɛd̪e/,1,0.2,0.038461538461538464,5,5
910,*/plɛ̃/,/plɛ̃/,0,0.0,0.0,3,3
911,*/plɛ̃d̪ʁ/,/plɛ̃d̪ʁ/,0,0.0,0.0,5,5
912,*/plɑ̃t̪/,/plɑ̃t̪/,0,0.0,0.0,4,4
913,*/plɑ̃t̪ɛ̃/,/plɑ̃t̪ɛ̃/,0,0.0,0.0,5,5
914,*/plɑ̃sɔ̃/,/plɑ̃sɔ̃/,0,0.0,0.0,5,5
915,*/plat̪/,/plat̪/,0,0.0,0.0,4,4
916,*/plat̪/,/plat̪/,0,0.0,0.0,4,4
917,*/pla/,/pla/,0,0.0,0.0,3,3
918,*/pla/,/pla/,0,0.0,0.0,3,3
919,*/plas/,/plas/,0,0.0,0.0,4,4
920,*/plɛʒ/,/plɛʒ/,0,0.0,0.0,4,4
921,*/plɛn̪/,/plɛn̪/,0,0.0,0.0,4,4
922,*/plen̪jɛʁ/,/plen̪jɛʁ/,0,0.0,0.0,7,7
923,*/plen̪je/,/plen̪je/,0,0.0,0.0,6,6
924,*/plɛ̃/,/plɛ̃/,0,0.0,0.0,3,3
925,*/plwa/,/plwa/,0,0.0,0.0,4,4
926,*/plɥi/,/plɥi/,0,0.0,0.0,4,4
927,*/plym/,/plym/,0,0.0,0.0,4,4
928,*/plɔ̃ʒe/,/plɔ̃ʒe/,0,0.0,0.0,5,5
929,*/plɔ̃ʒɔ̃/,/plɔ̃ʒɔ̃/,0,0.0,0.0,5,5
930,*/plɔ̃/,/plɔ̃/,0,0.0,0.0,3,3
931,*/ply/,/ply/,0,0.0,0.0,3,3
932,*/plɥizuʁ/,/plyzjœʁ/,4,0.5714285714285714,0.9230769230769231,7,7
933,*/pɥi/,/pɥi/,0,0.0,0.0,3,3
934,*/pɛn̪/,/pɛn̪/,0,0.0,0.0,3,3
935,*/pus/,/pus/,0,0.0,0.0,3,3
936,*/pɔm/,/pɔm/,0,0.0,0.0,3,3
937,*/pɔ̃d̪ʁ/,/pɔ̃d̪ʁ/,0,0.0,0.0,4,4
938,*/pɔ̃/,/pɔ̃/,0,0.0,0.0,2,2
939,*/pɔʁ/,/pɔʁ/,0,0.0,0.0,3,3
940,*/pɔʁ/,/pɔʁ/,0,0.0,0.0,3,3
941,*/pɔʁt̪/,/pɔʁt̪/,0,0.0,0.0,4,4
942,*/pɔʁt̪e/,/pɔʁt̪e/,0,0.0,0.0,5,5
943,*/pɔʁt̪/,/pɔʁt̪/,0,0.0,0.0,4,4
944,*/pɔʁt̪œʁ/,/pɔʁt̪œʁ/,0,0.0,0.0,6,6
945,*/pɔʁʃ/,/pɔʁʃ/,0,0.0,0.0,4,4
946,*/pot̪o/,/pot̪o/,0,0.0,0.0,4,4
947,*/pwazɔ̃/,/pwazɔ̃/,0,0.0,0.0,5,5
948,*/pɥi/,/pɥi/,0,0.0,0.0,3,3
949,*/pø/,/pø/,0,0.0,0.0,2,2
950,*/pʁɛ/,/pʁe/,1,0.3333333333333333,0.038461538461538464,3,3
951,*/pʁɛʒe/,/pʁɛʃe/,1,0.2,0.038461538461538464,5,5
952,*/pʁɛʒœʁ/,/pʁɛʃœʁ/,1,0.16666666666666666,0.038461538461538464,6,6
953,*/pʁəvo/,/pʁevo/,1,0.2,0.057692307692307696,5,5
954,*/pʁɛt̪/,/pʁɛt̪/,0,0.0,0.0,4,4
955,*/pʁɛt̪e/,/pʁɛt̪e/,0,0.0,0.0,5,5
956,*/pʁɛ/,/pʁɛ/,0,0.0,0.0,3,3
957,*/pʁe/,/pʁe/,0,0.0,0.0,3,3
958,*/pʁɑ̃d̪ʁ/,/pʁɑ̃d̪ʁ/,0,0.0,0.0,5,5
959,*/pʁizɔ̃/,/pʁizɔ̃/,0,0.0,0.0,5,5
960,*/pʁɛt̪ʁ/,/pʁɛt̪ʁ/,0,0.0,0.0,5,5
961,*/pʁɛs/,/pʁɛs/,0,0.0,0.0,4,4
962,*/pʁɛ/,/pʁɛ/,0,0.0,0.0,3,3
963,*/pʁɛse/,/pʁɛse/,0,0.0,0.0,5,5
964,*/pʁize/,/pʁize/,0,0.0,0.0,5,5
965,*/pʁi/,/pʁi/,0,0.0,0.0,3,3
966,*/pʁim/,/pʁim/,0,0.0,0.0,4,4
967,*/pʁəmjɛʁ/,/pʁəmjɛʁ/,0,0.0,0.0,7,7
968,*/pʁəmje/,/pʁəmje/,0,0.0,0.0,6,6
969,*/pʁive/,/pʁive/,0,0.0,0.0,5,5
970,*/pʁø/,/pʁu/,1,0.3333333333333333,0.11538461538461539,3,3
971,*/pʁø/,/pʁø/,0,0.0,0.0,3,3
972,*/pʁɔʃɛ̃/,/pʁɔʃɛ̃/,0,0.0,0.0,5,5
973,*/pʁon̪/,/pʁon̪/,0,0.0,0.0,4,4
974,*/pʁyn̪/,/pʁyn̪/,0,0.0,0.0,4,4
975,*/pwɛ̃/,/pwɛ̃/,0,0.0,0.0,3,3
976,*/pwɛ̃/,/pwɛ̃/,0,0.0,0.0,3,3
977,*/puj/,/puj/,0,0.0,0.0,3,3
978,*/pys/,/pys/,0,0.0,0.0,3,3
979,*/pysɛl/,/pysɛl/,0,0.0,0.0,5,5
980,*/pul/,/pul/,0,0.0,0.0,3,3
981,*/pulɛ̃/,/pulɛ̃/,0,0.0,0.0,4,4
982,*/pusɛ̃/,/pusɛ̃/,0,0.0,0.0,4,4
983,*/pɔmɔ̃/,/pumɔ̃/,1,0.25,0.07692307692307693,4,4
984,*/puse/,/puse/,0,0.0,0.0,4,4
