ID,CFR_prediction,gold,rawLevenshteinED,phonemewiseLevenshteinED,featureED,pred_phone_length,gold_phone_length
225,*/ekɔʁʃe/,/ekɔʁʃe/,0,0.0,0.0,6,6
226,*/et̪ʁɛ̃/,/et̪ʁɑ̃ʒ/,2,0.4,0.9230769230769231,4,5
227,*/iv/,/iv/,0,0.0,0.0,2,2
228,*/waz/,/waz/,0,0.0,0.0,3,3
229,*/e/,/e/,0,0.0,0.0,1,1
230,*/fɛv/,/fɛv/,0,0.0,0.0,3,3
231,*/fɔʁʒ/,/fɔʁʒ/,0,0.0,0.0,4,4
232,*/fu/,/fu/,0,0.0,0.0,2,2
233,*/fos/,/fos/,0,0.0,0.0,3,3
234,*/fo/,/fo/,0,0.0,0.0,2,2
235,*/fɛʁ/,/fɛʁ/,0,0.0,0.0,3,3
236,*/fas/,/fas/,0,0.0,0.0,3,3
237,*/fas/,/fas/,0,0.0,0.0,3,3
238,*/fasɔ̃/,/fasɔ̃/,0,0.0,0.0,4,4
239,*/fɛ/,/fɛ/,0,0.0,0.0,2,2
240,*/fɛ̃/,/fɛ̃/,0,0.0,0.0,2,2
241,*/fɛzɛ̃/,/fəzɑ̃/,2,0.5,0.21153846153846154,4,4
242,*/fɛso/,/fɛso/,0,0.0,0.0,4,4
243,*/fɛ/,/fɛ/,0,0.0,0.0,2,2
244,*/fy/,/fø/,1,0.5,0.038461538461538464,2,2
245,*/fjɛvʁ/,/fjɛvʁ/,0,0.0,0.0,5,5
246,*/fevʁije/,/fevʁije/,0,0.0,0.0,7,7
247,*/fjɛl/,/fjɛl/,0,0.0,0.0,4,4
248,*/fam/,/fam/,0,0.0,0.0,3,3
249,*/fɛ̃/,/fwɛ̃/,1,0.3333333333333333,0.6730769230769231,2,3
250,*/fwaʁ/,/fwaʁ/,0,0.0,0.0,4,4
251,*/fjɛʁ/,/fjɛʁ/,0,0.0,0.0,4,4
252,*/fɛʁ/,/fɛʁ/,0,0.0,0.0,3,3
253,*/fjɛʁ/,/fjɛʁ/,0,0.0,0.0,4,4
254,*/fɛt̪/,/fɛt̪/,0,0.0,0.0,3,3
255,*/fwa/,/fwa/,0,0.0,0.0,3,3
256,*/fwa/,/fwa/,0,0.0,0.0,3,3
257,*/fij/,/fij/,0,0.0,0.0,3,3
258,*/fisɛl/,/fisɛl/,0,0.0,0.0,5,5
259,*/fijœl/,/fijœl/,0,0.0,0.0,5,5
260,*/fijœl/,/fijœl/,0,0.0,0.0,5,5
261,*/fil/,/fil/,0,0.0,0.0,3,3
262,*/fymje/,/fymje/,0,0.0,0.0,5,5
263,*/fɑ̃d̪ʁ/,/fɑ̃d̪ʁ/,0,0.0,0.0,4,4
264,*/fɑ̃t̪/,/fɑ̃t̪/,0,0.0,0.0,3,3
265,*/fɛ̃/,/fɛ̃/,0,0.0,0.0,2,2
266,*/fɛ̃/,/fɛ̃/,0,0.0,0.0,2,2
267,*/fɛʁm/,/fɛʁm/,0,0.0,0.0,4,4
268,*/fɛʁme/,/fɛʁme/,0,0.0,0.0,5,5
269,*/fleo/,/fleo/,0,0.0,0.0,4,4
270,*/fleo/,/fleo/,0,0.0,0.0,4,4
271,*/fleʁe/,/flɛʁe/,1,0.2,0.038461538461538464,5,5
272,*/flu/,/flu/,0,0.0,0.0,3,3
273,*/flu/,/flu/,0,0.0,0.0,3,3
274,*/flɛbl/,/fɛbl/,1,0.25,0.5576923076923077,5,4
275,*/fœj/,/fœj/,0,0.0,0.0,3,3
276,*/fu/,/fu/,0,0.0,0.0,2,2
277,*/fu/,/fu/,0,0.0,0.0,2,2
278,*/fwazi/,/fyzi/,2,0.5,0.7884615384615384,5,4
279,*/fø/,/fø/,0,0.0,0.0,2,2
280,*/fɔ̃t̪ɛn̪/,/fɔ̃t̪ɛn̪/,0,0.0,0.0,5,5
281,*/fɔʁɛ/,/fɔʁɛ/,0,0.0,0.0,4,4
282,*/fɥiʁ/,/fwɑʁ/,2,0.5,0.23076923076923078,4,4
283,*/fuʁmaʒ/,/fʁomaʒ/,2,0.3333333333333333,0.6153846153846154,6,6
284,*/fuʁmi/,/fuʁmi/,0,0.0,0.0,5,5
285,*/fɔʁ/,/fɔʁ/,0,0.0,0.0,3,3
286,*/fɔʁs/,/fɔʁs/,0,0.0,0.0,4,4
287,*/fɔs/,/fos/,1,0.3333333333333333,0.038461538461538464,3,3
288,*/fɔse/,/fose/,1,0.25,0.038461538461538464,4,4
289,*/fʁɛl/,/fʁɛl/,0,0.0,0.0,4,4
290,*/fʁɑ̃ʃ/,/fʁɑ̃ʃ/,0,0.0,0.0,4,4
291,*/fʁɑ̃s/,/fʁɑ̃s/,0,0.0,0.0,4,4
292,*/fʁɑ̃/,/fʁɑ̃/,0,0.0,0.0,3,3
293,*/fʁɑ̃/,/fʁɑ̃/,0,0.0,0.0,3,3
294,*/fʁɛn̪/,/fʁɛn̪/,0,0.0,0.0,4,4
295,*/fʁɛʁ/,/fʁɛʁ/,0,0.0,0.0,4,4
296,*/fʁwad̪/,/fʁwad̪/,0,0.0,0.0,5,5
297,*/fʁwa/,/fʁwa/,0,0.0,0.0,4,4
298,*/fʁisɔ̃/,/fʁisɔ̃/,0,0.0,0.0,5,5
299,*/fʁɥi/,/fʁɥi/,0,0.0,0.0,4,4
300,*/fʁwase/,/fʁwase/,0,0.0,0.0,6,6
301,*/fɥit̪/,/fɥit̪/,0,0.0,0.0,4,4
302,*/fud̪ʁ/,/fud̪ʁ/,0,0.0,0.0,4,4
303,*/fyme/,/fyme/,0,0.0,0.0,4,4
304,*/fɔ̃d̪e/,/fɔ̃d̪e/,0,0.0,0.0,4,4
305,*/fɔ̃/,/fɔ̃/,0,0.0,0.0,2,2
306,*/fy/,/fy/,0,0.0,0.0,2,2
307,*/ʒon̪/,/ʒon̪/,0,0.0,0.0,3,3
308,*/ʒɑ̃b/,/ʒɑ̃b/,0,0.0,0.0,3,3
309,*/ʒaʁd̪ɛ̃/,/ʒaʁd̪ɛ̃/,0,0.0,0.0,5,5
310,*/ʒwa/,/ʒwɑ/,1,0.3333333333333333,0.07692307692307693,3,3
311,*/ʒu/,/ʒu/,0,0.0,0.0,2,2
312,*/ʒymo/,/ʒymo/,0,0.0,0.0,4,4
313,*/ʒɑ̃d̪ʁ/,/ʒɑ̃d̪ʁ/,0,0.0,0.0,4,4
314,*/ʒɑ̃/,/ʒɑ̃/,0,0.0,0.0,2,2
315,*/ʒɑ̃/,/ʒɑ̃/,0,0.0,0.0,2,2
316,*/ʒən̪u/,/ʒən̪u/,0,0.0,0.0,4,4
317,*/ʒən̪u/,/ʒən̪u/,0,0.0,0.0,4,4
318,*/ʒɔʁʒ/,/ʒɔʁʒ/,0,0.0,0.0,4,4
319,*/ɡlas/,/ɡlas/,0,0.0,0.0,4,4
320,*/ɡly/,/ɡly/,0,0.0,0.0,3,3
321,*/ɡʁɛl/,/ɡʁɛl/,0,0.0,0.0,4,4
322,*/ɡʁɛn̪/,/ɡʁɛn̪/,0,0.0,0.0,4,4
323,*/ɡʁɑ̃/,/ɡʁɑ̃/,0,0.0,0.0,3,3
324,*/ɡʁɑ̃ʃ/,/ɡʁɑ̃ʃ/,0,0.0,0.0,4,4
325,*/ɡʁɛ̃/,/ɡʁɛ̃/,0,0.0,0.0,3,3
326,*/ɡʁaʒ/,/ɡʁɛf/,2,0.5,0.28846153846153844,4,4
327,*/ɡʁe/,/ɡʁe/,0,0.0,0.0,3,3
328,*/ɡʁo/,/ɡʁo/,0,0.0,0.0,3,3
329,*/ɡʁy/,/ɡʁy/,0,0.0,0.0,3,3
330,*/ɡœl/,/ɡœl/,0,0.0,0.0,3,3
331,*/ɡuʒ/,/ɡuʒ/,0,0.0,0.0,3,3
332,*/ɡɔm/,/ɡɔm/,0,0.0,0.0,3,3
333,*/ɡu/,/ɡu/,0,0.0,0.0,2,2
334,*/ɡut̪/,/ɡut̪/,0,0.0,0.0,3,3
335,*/avwaʁ/,/avwaʁ/,0,0.0,0.0,5,5
336,*/aʒ/,/e/,2,2.0,0.6923076923076923,2,1
337,*/min̪/,/min̪/,0,0.0,0.0,3,3
338,*/waʁ/,/waʁ/,0,0.0,0.0,3,3
339,*/jɛʁ/,/jɛʁ/,0,0.0,0.0,3,3
340,*/ivɛʁ/,/ivɛʁ/,0,0.0,0.0,4,4
341,*/ʒeʁɔm/,/ʒeʁom/,1,0.2,0.038461538461538464,5,5
342,*/i/,/i/,0,0.0,0.0,1,1
343,*/ɥi/,/ɥi/,0,0.0,0.0,2,2
344,*/ɔm/,/ɔm/,0,0.0,0.0,2,2
345,*/ɔn̪œʁ/,/ɔn̪œʁ/,0,0.0,0.0,4,4
346,*/œʁ/,/œʁ/,0,0.0,0.0,2,2
347,*/ɔʁʒ/,/ɔʁʒ/,0,0.0,0.0,3,3
348,*/ot̪/,/ot̪/,0,0.0,0.0,2,2
349,*/ot̪ɛl/,/ot̪ɛl/,0,0.0,0.0,4,4
350,*/ʒi/,/ʒi/,0,0.0,0.0,2,2
351,*/ʒɑ̃vje/,/ʒɑ̃vje/,0,0.0,0.0,5,5
352,*/ʒɥɛ̃/,/ʒœn̪/,2,0.6666666666666666,0.4230769230769231,3,3
353,*/la/,/la/,0,0.0,0.0,2,2
354,*/ɛl/,/ɛl/,0,0.0,0.0,2,2
355,*/la/,/la/,0,0.0,0.0,2,2
356,*/la/,/le/,1,0.5,0.038461538461538464,2,2
357,*/il/,/il/,0,0.0,0.0,2,2
358,*/lœʁ/,/lœʁ/,0,0.0,0.0,3,3
359,*/le/,/le/,0,0.0,0.0,2,2
360,*/ø/,/ø/,0,0.0,0.0,1,1
361,*/lɥi/,/lɥi/,0,0.0,0.0,3,3
362,*/lə/,/lə/,0,0.0,0.0,2,2
363,*/ɑ̃pʁœʁ/,/ɑ̃pʁœʁ/,0,0.0,0.0,5,5
364,*/ɑ̃/,/ɑ̃/,0,0.0,0.0,1,1
365,*/ɑ̃/,/ɑ̃/,0,0.0,0.0,1,1
366,*/ɑ̃fɛʁ/,/ɑ̃fɛʁ/,0,0.0,0.0,4,4
367,*/ɛɲɛ̃/,/ɑ̃ʒɛ̃/,2,0.6666666666666666,0.40384615384615385,3,3
368,*/ɛjɛ̃/,/ɑ̃ʒɛ̃/,2,0.6666666666666666,0.4230769230769231,3,3
369,*/ɑ̃ʃɑ̃t̪əmɑ̃/,/ɑ̃ʃɑ̃t̪əmɑ̃/,0,0.0,0.0,7,7
370,*/ɑ̃sɛɲ/,/ɑ̃sɛɲ/,0,0.0,0.0,4,4
371,*/ɑ̃sɑ̃bl/,/ɑ̃sɑ̃bl/,0,0.0,0.0,5,5
372,*/il/,/il/,0,0.0,0.0,2,2
373,*/ɑ̃t̪jɛʁ/,/ɑ̃t̪jɛʁ/,0,0.0,0.0,5,5
374,*/ɑ̃t̪je/,/ɑ̃t̪je/,0,0.0,0.0,4,4
375,*/ɑ̃t̪ʁ/,/ɑ̃t̪ʁ/,0,0.0,0.0,3,3
376,*/ɑ̃t̪ʁɑj/,/ɑ̃t̪ʁɑj/,0,0.0,0.0,5,5
377,*/ʒø/,/ʒø/,0,0.0,0.0,2,2
378,*/ʒød̪i/,/ʒød̪i/,0,0.0,0.0,4,4
379,*/ʒys/,/ʒyʒ/,1,0.3333333333333333,0.15384615384615385,3,3
380,*/ʒø/,/ʒu/,1,0.5,0.11538461538461539,2,2
381,*/ʒɔn̪is/,/ʒen̪is/,1,0.2,0.19230769230769232,5,5
382,*/ʒɥɛ̃/,/ʒɥɛ̃/,0,0.0,0.0,3,3
383,*/ʒy/,/ʒy/,0,0.0,0.0,2,2
384,*/ʒœn̪/,/ʒœn̪/,0,0.0,0.0,3,3
385,*/ʒuvɑ̃sɛl/,/ʒuvɑ̃sɛl/,0,0.0,0.0,7,7
386,*/ʒuvɑ̃so/,/ʒuvɑ̃so/,0,0.0,0.0,6,6
387,*/ʃəvoʒe/,/ʃəvoʃe/,1,0.16666666666666666,0.038461538461538464,6,6
388,*/ʃəvoʃ/,/ʃəvoʃ/,0,0.0,0.0,5,5
389,*/ʃəval/,/ʃəval/,0,0.0,0.0,5,5
390,*/ʃəvo/,/ʃəvo/,0,0.0,0.0,4,4
391,*/ʃɑ̃s/,/ʃɑ̃s/,0,0.0,0.0,3,3
392,*/sjø/,/sjø/,0,0.0,0.0,3,3
393,*/sɛl/,/sjɛl/,1,0.25,0.5,3,4
394,*/sjø/,/sjø/,0,0.0,0.0,3,3
395,*/sɛʁfœj/,/sɛʁfœj/,0,0.0,0.0,6,6
396,*/ʃɛziø/,/ʃasjø/,3,0.6,0.19230769230769232,5,5
397,*/ʃasi/,/ʃasi/,0,0.0,0.0,4,4
398,*/ʃalwaʁ/,/ʃalwaʁ/,0,0.0,0.0,6,6
399,*/ʃo/,/ʃo/,0,0.0,0.0,2,2
400,*/ʃod̪/,/ʃod̪/,0,0.0,0.0,3,3
401,*/ʃo/,/ʃo/,0,0.0,0.0,2,2
402,*/ʃalœʁ/,/ʃalœʁ/,0,0.0,0.0,5,5
403,*/ʃov/,/ʃov/,0,0.0,0.0,3,3
404,*/ʃamo/,/ʃamo/,0,0.0,0.0,4,4
405,*/ʃɑ̃bʁ/,/ʃɑ̃bʁ/,0,0.0,0.0,4,4
406,*/ʃəmiz/,/ʃəmiz/,0,0.0,0.0,5,5
407,*/ʃəmɛ̃/,/ʃəmɛ̃/,0,0.0,0.0,4,4
408,*/ʃamwa/,/ʃamwa/,0,0.0,0.0,5,5
409,*/ʃɑ̃paɲ/,/ʃɑ̃paɲ/,0,0.0,0.0,5,5
410,*/ʃɑ̃piɲɔ̃/,/ʃɑ̃piɲɔ̃/,0,0.0,0.0,6,6
411,*/ʃɑ̃/,/ʃɑ̃/,0,0.0,0.0,2,2
412,*/ʃən̪al/,/ʃən̪al/,0,0.0,0.0,5,5
413,*/ʃjɛn̪/,/ʃjɛn̪/,0,0.0,0.0,4,4
414,*/ʃjɛ̃/,/ʃjɛ̃/,0,0.0,0.0,3,3
415,*/ʃɑ̃d̪lœʁ/,/ʃɑ̃d̪əlœʁ/,1,0.14285714285714285,0.5576923076923077,6,7
416,*/ʃən̪y/,/ʃən̪y/,0,0.0,0.0,4,4
417,*/ʃən̪y/,/ʃən̪y/,0,0.0,0.0,4,4
418,*/ʃəvø/,/ʃəvø/,0,0.0,0.0,4,4
419,*/ʃəvø/,/ʃəvø/,0,0.0,0.0,4,4
420,*/ʃap/,/ʃap/,0,0.0,0.0,3,3
421,*/ʃapɛl/,/ʃapɛl/,0,0.0,0.0,5,5
422,*/ʃapo/,/ʃapo/,0,0.0,0.0,4,4
423,*/ʃɛvʁ/,/ʃɛvʁ/,0,0.0,0.0,4,4
424,*/ʃase/,/ʃase/,0,0.0,0.0,4,4
425,*/ʃɛf/,/ʃɛf/,0,0.0,0.0,3,3
426,*/ʃaʁl/,/ʃaʁl/,0,0.0,0.0,4,4
427,*/ʃaʁt̪ʁ/,/ʃaʁt̪ʁ/,0,0.0,0.0,5,5
428,*/ʃaʁɔɲ/,/ʃaʁɔɲ/,0,0.0,0.0,5,5
429,*/ʃaʁm/,/ʃaʁm/,0,0.0,0.0,4,4
430,*/ʃaʁy/,/ʃaʁy/,0,0.0,0.0,4,4
431,*/ʃaʁwase/,/ʒɛʁse/,4,0.8,1.4038461538461537,7,5
432,*/ʃɛʁ/,/ʃɛʁ/,0,0.0,0.0,3,3
433,*/ʃaʁt̪e/,/ʃɛʁt̪e/,1,0.2,0.07692307692307693,5,5
434,*/ʃaʁʒ/,/ʃaʁʒ/,0,0.0,0.0,4,4
435,*/ʃaʁʒe/,/ʃaʁʒe/,0,0.0,0.0,5,5
436,*/ʃaʁʒe/,/ʃaʁʒe/,0,0.0,0.0,5,5
437,*/ʃaʁ/,/ʃaʁ/,0,0.0,0.0,3,3
438,*/ʃaʁt̪ʁ/,/ʃaʁt̪ʁ/,0,0.0,0.0,5,5
439,*/ʃɛʁ/,/ʃɛʁ/,0,0.0,0.0,3,3
440,*/ʃɑt̪aɲ/,/ʃɑt̪ɛɲ/,1,0.2,0.07692307692307693,5,5
441,*/ʃɑt̪o/,/ʃɑt̪o/,0,0.0,0.0,4,4
442,*/ʃe/,/ʃe/,0,0.0,0.0,2,2
443,*/ʃɛn̪/,/ʃɛn̪/,0,0.0,0.0,3,3
444,*/ʃat̪/,/ʃat̪/,0,0.0,0.0,3,3
445,*/ʃa/,/ʃa/,0,0.0,0.0,2,2
446,*/ʃɛʁ/,/ʃɛz/,1,0.3333333333333333,0.1346153846153846,3,3
447,*/ʃuɑ̃/,/ʃwɑ̃/,1,0.3333333333333333,0.07692307692307693,3,3
448,*/ʃwajœl/,/ʒol/,5,1.6666666666666667,1.6153846153846154,6,3
449,*/ʃəvɛj/,/ʃəvij/,1,0.2,0.07692307692307693,5,5
450,*/ʃu/,/ʃu/,0,0.0,0.0,2,2
451,*/ʃoz/,/ʃoz/,0,0.0,0.0,3,3
452,*/sɑ̃/,/sɑ̃/,0,0.0,0.0,2,2
453,*/siʁ/,/siʁ/,0,0.0,0.0,3,3
454,*/sɛʁvɛl/,/sɛʁvɛl/,0,0.0,0.0,6,6
455,*/sɛʁvo/,/sɛʁvo/,0,0.0,0.0,5,5
456,*/siʁ/,/sjɛʁʒ/,3,0.6,1.0,3,5
457,*/sɛʁt̪/,/sɛʁt̪/,0,0.0,0.0,4,4
458,*/sɛʁt̪ɛn̪/,/sɛʁt̪ɛn̪/,0,0.0,0.0,6,6
459,*/sɛʁt̪ɛ̃/,/sɛʁt̪ɛ̃/,0,0.0,0.0,5,5
460,*/sɛʁvwaz/,/sɛʁvwaz/,0,0.0,0.0,7,7
461,*/sɛʁf/,/sɛʁ/,1,0.3333333333333333,0.4423076923076923,4,3
462,*/sɑ̃ɡl/,/sɑ̃ɡl/,0,0.0,0.0,4,4
463,*/sɛ̃t̪yʁ/,/sɛ̃t̪yʁ/,0,0.0,0.0,5,5
464,*/sɛ/,/sɛp/,1,0.3333333333333333,0.5769230769230769,2,3
465,*/sɛʁn̪/,/sɛʁn̪/,0,0.0,0.0,4,4
466,*/sɛʁkl/,/sɛʁkl/,0,0.0,0.0,5,5
467,*/sit̪e/,/sit̪e/,0,0.0,0.0,4,4
468,*/klef/,/ɡlɛv/,3,0.75,0.11538461538461539,4,4
469,*/klɛʁ/,/klɛʁ/,0,0.0,0.0,4,4
470,*/klɛʁ/,/klɛʁ/,0,0.0,0.0,4,4
471,*/ɡlɑ/,/ɡlɑ/,0,0.0,0.0,3,3
472,*/klɛf/,/kle/,2,0.6666666666666666,0.6923076923076923,4,3
473,*/klɛf/,/klɛf/,0,0.0,0.0,4,4
474,*/klu/,/klu/,0,0.0,0.0,3,3
475,*/klɛ/,/klɛ/,0,0.0,0.0,3,3
476,*/kø/,/kø/,0,0.0,0.0,2,2
477,*/kuʁ/,/kuʁ/,0,0.0,0.0,3,3
478,*/kuj/,/kuj/,0,0.0,0.0,3,3
479,*/ku/,/ku/,0,0.0,0.0,2,2
480,*/ku/,/ku/,0,0.0,0.0,2,2
481,*/ku/,/ku/,0,0.0,0.0,2,2
482,*/ku/,/ku/,0,0.0,0.0,2,2
483,*/kuluvʁ/,/kulœvʁ/,1,0.16666666666666666,0.15384615384615385,6,6
484,*/kuluj/,/kən̪uj/,2,0.4,0.28846153846153844,5,5
485,*/kulɔ̃b/,/kolɔ̃b/,1,0.2,0.038461538461538464,5,5
486,*/kɔk/,/kɔk/,0,0.0,0.0,3,3
487,*/kɥije/,/kɥijɛʁ/,2,0.3333333333333333,0.6153846153846154,5,6
488,*/kɥis/,/kɥis/,0,0.0,0.0,4,4
489,*/kø/,/kø/,0,0.0,0.0,2,2
490,*/kɔ̃t̪/,/kɔ̃t̪/,0,0.0,0.0,3,3
491,*/kɔ̃ʒe/,/kɔ̃ʒe/,0,0.0,0.0,4,4
492,*/kɔmœ̃/,/kɔmœ̃/,0,0.0,0.0,4,4
493,*/kɔ̃paɲ/,/kɔ̃paɲ/,0,0.0,0.0,5,5
494,*/kɔ̃pɛ̃/,/kɔpɛ̃/,1,0.25,0.038461538461538464,4,4
495,*/kɔ̃paɲɔ̃/,/kɔ̃paɲɔ̃/,0,0.0,0.0,6,6
496,*/kɔ̃t̪/,/kɔ̃t̪/,0,0.0,0.0,3,3
497,*/kɔn̪wat̪ʁ/,/kɔn̪ɛt̪ʁ/,2,0.3333333333333333,0.7307692307692307,7,6
498,*/kɔ̃sɛj/,/kɔ̃sej/,1,0.2,0.038461538461538464,5,5
499,*/kut̪ym/,/kut̪ym/,0,0.0,0.0,5,5
500,*/kɔ̃t̪ʁ/,/kɔ̃t̪ʁ/,0,0.0,0.0,4,4
501,*/kœʁ/,/kœʁ/,0,0.0,0.0,3,3
502,*/kɔʁn̪/,/kɔʁn̪/,0,0.0,0.0,4,4
503,*/kɥiʁ/,/kɥiʁ/,0,0.0,0.0,4,4
504,*/kuʁɔn̪/,/kuʁɔn̪/,0,0.0,0.0,5,5
505,*/kɔʁ/,/kɔʁ/,0,0.0,0.0,3,3
506,*/kuʁwa/,/kuʁwa/,0,0.0,0.0,5,5
507,*/kuʁve/,/kɔʁve/,1,0.2,0.07692307692307693,5,5
508,*/kot̪/,/kot̪/,0,0.0,0.0,3,3
509,*/kot̪e/,/kot̪e/,0,0.0,0.0,4,4
510,*/ɡʁɑs/,/ɡʁɑs/,0,0.0,0.0,4,4
511,*/ɡʁas/,/ɡʁɑs/,1,0.25,0.07692307692307693,4,4
512,*/ɡʁɛs/,/ɡʁɛs/,0,0.0,0.0,4,4
513,*/ɡʁɑ/,/ɡʁɑ/,0,0.0,0.0,3,3
514,*/ɡʁɑ/,/ɡʁɑ/,0,0.0,0.0,3,3
515,*/ɡʁaj/,/ɡʁij/,1,0.25,0.07692307692307693,4,4
516,*/kʁwa/,/kʁwa/,0,0.0,0.0,4,4
517,*/kʁwasɑ̃/,/kʁwasɑ̃/,0,0.0,0.0,6,6
518,*/kʁɛ/,/kʁɛ/,0,0.0,0.0,3,3
519,*/kʁy/,/kʁy/,0,0.0,0.0,3,3
520,*/kʁy/,/kʁy/,0,0.0,0.0,3,3
521,*/kʁy/,/kʁy/,0,0.0,0.0,3,3
522,*/kʁy/,/kʁy/,0,0.0,0.0,3,3
523,*/kʁwa/,/kʁwa/,0,0.0,0.0,4,4
524,*/kʁut̪/,/kʁut̪/,0,0.0,0.0,4,4
525,*/kul/,/kul/,0,0.0,0.0,3,3
526,*/ku/,/kul/,1,0.3333333333333333,0.7692307692307693,2,3
527,*/kupabl/,/kupabl/,0,0.0,0.0,6,6
528,*/kyl/,/ky/,1,0.5,0.7692307692307693,3,2
529,*/ky/,/ky/,0,0.0,0.0,2,2
530,*/kɔ̃b/,/kɔ̃b/,0,0.0,0.0,3,3
531,*/kɔ̃bl/,/kɔ̃bl/,0,0.0,0.0,4,4
532,*/kɔɲe/,/kɔɲe/,0,0.0,0.0,4,4
533,*/kwɛ̃/,/kwɛ̃/,0,0.0,0.0,3,3
534,*/kyv/,/kyv/,0,0.0,0.0,3,3
535,*/kup/,/kup/,0,0.0,0.0,3,3
536,*/kɥivʁ/,/kɥivʁ/,0,0.0,0.0,5,5
537,*/kuʁ/,/kuʁ/,0,0.0,0.0,3,3
538,*/kaʁɑ̃t̪/,/kaʁɑ̃t̪/,0,0.0,0.0,5,5
539,*/kaʁvuʁ/,/kaʁfuʁ/,1,0.16666666666666666,0.038461538461538464,6,6
540,*/kɛ/,/kɛt̪/,1,0.3333333333333333,0.6153846153846154,2,3
541,*/kɛl/,/kɛl/,0,0.0,0.0,3,3
542,*/kɛl/,/kɛl/,0,0.0,0.0,3,3
543,*/kɑ̃/,/kɑ̃/,0,0.0,0.0,2,2
544,*/kɑ̃/,/kɑ̃/,0,0.0,0.0,2,2
545,*/kat̪ʁ/,/kat̪ʁ/,0,0.0,0.0,4,4
546,*/kat̪ɔʁz/,/kat̪ɔʁz/,0,0.0,0.0,6,6
547,*/kə/,/kə/,0,0.0,0.0,2,2
548,*/sɛʁsɛl/,/saʁsɛl/,1,0.16666666666666666,0.07692307692307693,6,6
549,*/ki/,/ki/,0,0.0,0.0,2,2
550,*/ki/,/ki/,0,0.0,0.0,2,2
551,*/kwa/,/kwa/,0,0.0,0.0,3,3
552,*/kwa/,/kwa/,0,0.0,0.0,3,3
553,*/kɛ̃z/,/kɛ̃z/,0,0.0,0.0,3,3
554,*/sɛ̃k/,/sɛ̃k/,0,0.0,0.0,3,3
555,*/sɛ̃kɑ̃t̪/,/sɛ̃kɑ̃t̪/,0,0.0,0.0,5,5
556,*/kɛ̃t̪ɛn̪/,/kɛ̃t̪ɛn̪/,0,0.0,0.0,5,5
557,*/kɛ̃/,/kɛ̃/,0,0.0,0.0,2,2
558,*/ke/,/kə/,1,0.5,0.057692307692307696,2,2
559,*/kɔm/,/kɔm/,0,0.0,0.0,3,3
560,*/lɛvʁ/,/lɛvʁ/,0,0.0,0.0,4,4
561,*/ljɛs/,/ljɛs/,0,0.0,0.0,4,4
562,*/lɛ/,/lɛ/,0,0.0,0.0,2,2
563,*/lɛʁm/,/laʁm/,1,0.25,0.07692307692307693,4,4
564,*/lɛse/,/lɛse/,0,0.0,0.0,4,4
565,*/lɛ/,/lɛ/,0,0.0,0.0,2,2
566,*/lɛt̪y/,/lɛt̪y/,0,0.0,0.0,4,4
567,*/la/,/la/,0,0.0,0.0,2,2
568,*/lam/,/lam/,0,0.0,0.0,3,3
569,*/lɑ̃p/,/lɑ̃p/,0,0.0,0.0,3,3
570,*/lɑ̃pʁwa/,/lɑ̃pʁwa/,0,0.0,0.0,6,6
571,*/lɛn̪/,/lɛn̪/,0,0.0,0.0,3,3
572,*/lɑ̃d̪/,/lɑ̃d̪/,0,0.0,0.0,3,3
573,*/laɲ/,/lɑ̃ʒ/,2,0.6666666666666666,0.3269230769230769,3,3
574,*/lɑ̃s/,/lɑ̃s/,0,0.0,0.0,3,3
575,*/lɑ̃t̪ɛʁn̪/,/lɑ̃t̪ɛʁn̪/,0,0.0,0.0,6,6
576,*/laʁ/,/laʁ/,0,0.0,0.0,3,3
577,*/lɑs/,/lɑs/,0,0.0,0.0,3,3
578,*/lɑ/,/lɑ/,0,0.0,0.0,2,2
579,*/lɛz/,/lɛz/,0,0.0,0.0,3,3
580,*/laʁsɛ̃/,/laʁsɛ̃/,0,0.0,0.0,5,5
581,*/laʁɔ̃/,/laʁɔ̃/,0,0.0,0.0,4,4
582,*/le/,/le/,0,0.0,0.0,2,2
583,*/lwe/,/lwe/,0,0.0,0.0,3,3
584,*/lɔʃ/,/lɔʃ/,0,0.0,0.0,3,3
585,*/lave/,/lave/,0,0.0,0.0,4,4
586,*/lɔʁje/,/lɔʁje/,0,0.0,0.0,5,5
587,*/lad̪ʁ/,/lad̪ʁ/,0,0.0,0.0,4,4
588,*/lwajal/,/lwajal/,0,0.0,0.0,6,6
589,*/lwajo/,/lwajo/,0,0.0,0.0,5,5
590,*/lwa/,/lwa/,0,0.0,0.0,3,3
591,*/li/,/li/,0,0.0,0.0,2,2
592,*/lɑ̃t̪/,/lɑ̃t̪/,0,0.0,0.0,3,3
593,*/lɑ̃t̪/,/lɑ̃t̪/,0,0.0,0.0,3,3
594,*/lɑ̃/,/lɑ̃/,0,0.0,0.0,2,2
595,*/levʁije/,/levʁije/,0,0.0,0.0,7,7
596,*/ljɛvʁ/,/ljɛvʁ/,0,0.0,0.0,5,5
597,*/lɛ/,/lɛ/,0,0.0,0.0,2,2
598,*/ljø/,/ljø/,0,0.0,0.0,3,3
599,*/ləvɛ̃/,/ləvɛ̃/,0,0.0,0.0,4,4
600,*/livo/,/n̪ivo/,1,0.25,0.11538461538461539,4,4
601,*/livʁ/,/livʁ/,0,0.0,0.0,4,4
602,*/li/,/li/,0,0.0,0.0,2,2
