Analysis for Result

ACCURACY REPORT:
Overall accuracy:                        0.85703919
Accuracy within 1 phone:                 0.95137881
Accuracy within 2 phones:                0.99201742
Average edit distance from gold:         0.05665129
Average feature edit distance from gold: 0.05286368

Performance associated with each phone in Result
Phone in Result	Associated final miss likelihood	Mean Associated Normalized Lev.Dist.	Mean Associated Feat Edit Dist
a	|	0.15337423312883436	|	0.2540192926045016	|	0.06906999752658916
v	|	0.15606936416184972	|	0.17964071856287425	|	0.041225241824044224
ɑ̃	|	0.10067114093959731	|	0.1597222222222222	|	0.04700854700854701
b	|	0.11956521739130435	|	0.18888888888888888	|	0.05042735042735043
e	|	0.23655913978494625	|	0.3485714285714286	|	0.08109890109890107
f	|	0.17307692307692307	|	0.2403846153846154	|	0.061575443786982244
ɛ	|	0.17785234899328858	|	0.2422145328719723	|	0.06328187383550704
t̪	|	0.1417624521072797	|	0.2145748987854251	|	0.05566801619433198
d̪	|	0.21	|	0.2755102040816326	|	0.07142857142857141
z	|	0.21739130434782608	|	0.45652173913043476	|	0.08235785953177258
p	|	0.14655172413793102	|	0.2149122807017544	|	0.04908906882591092
ʁ	|	0.15535714285714286	|	0.21346153846153845	|	0.05118343195266272
j	|	0.18309859154929578	|	0.26811594202898553	|	0.05797101449275361
s	|	0.15471698113207547	|	0.20553359683794467	|	0.06331711766494375
ɔ	|	0.23711340206185566	|	0.2604166666666667	|	0.04607371794871793
ɑ	|	0.14634146341463414	|	0.17073170731707318	|	0.013133208255159477
ʒ	|	0.19230769230769232	|	0.2597402597402597	|	0.04645354645354644
ɲ	|	0.20689655172413793	|	0.3103448275862069	|	0.062334217506631304
l	|	0.149812734082397	|	0.24242424242424243	|	0.06774475524475525
o	|	0.05555555555555555	|	0.07476635514018691	|	0.014018691588785048
u	|	0.19310344827586207	|	0.26573426573426573	|	0.07692307692307691
i	|	0.1411764705882353	|	0.24404761904761904	|	0.06261446886446886
k	|	0.15384615384615385	|	0.21359223300970873	|	0.05003734129947723
y	|	0.08974358974358974	|	0.10256410256410256	|	0.028106508875739643
n̪	|	0.11347517730496454	|	0.17391304347826086	|	0.03804347826086957
œ̃	|	0.2857142857142857	|	0.5714285714285714	|	0.06318681318681318
m	|	0.1443850267379679	|	0.1945945945945946	|	0.04646569646569646
ɡ	|	0.13513513513513514	|	0.16216216216216217	|	0.036902286902286904
w	|	0.17424242424242425	|	0.3787878787878788	|	0.11858974358974358
ø	|	0.17647058823529413	|	0.23529411764705882	|	0.03676470588235294
ʃ	|	0.13861386138613863	|	0.23	|	0.048269230769230766
ɔ̃	|	0.10416666666666667	|	0.11827956989247312	|	0.026261373035566582
œ	|	0.14893617021276595	|	0.2553191489361702	|	0.07078559738134206
ɛ̃	|	0.14705882352941177	|	0.24752475247524752	|	0.07425742574257425
ə	|	0.2	|	0.28	|	0.04884615384615385
ɥ	|	0.22857142857142856	|	0.45714285714285713	|	0.11538461538461538
